drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,heading_diff,ekf_heading_diff,time_s,SDS
01107.png,1639,01107,34,18,14,0.299,0.994,"(0.227,0.988,0.293,0.729)",0.360,0.330,-15766.72823621,-458.47632750,-22.349,-15744.17579406,-444.15389031,-24.642,-23.8807,-16.6237,-1.3283,-2.3012,29.0970,15747.4936,2.6571,0.0000,0.0000,0.9619,0.5352
01108.png,1460,01107,38,18,20,0.251,1.336,"(0.914,0.991,0.938,0.994)",0.932,0.592,-15783.47857346,-518.18802476,-28.357,-15768.40526509,-492.83002549,-27.613,-19.2066,-39.6010,-4.1333,-14.2430,44.0129,15770.3424,14.8307,0.0000,0.0000,0.9065,0.6975
01109.png,1408,01109,55,18,20,0.353,1.286,"(0.984,0.989,0.989,0.999)",0.987,0.670,-15800.56725295,-522.06593027,-29.469,-15792.37699596,-530.28628871,-29.115,-15.0023,-6.8393,-6.8120,-15.0596,16.4877,15798.5522,16.5286,0.0000,0.0000,0.9540,0.8896
01110.png,1306,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-15814.52150689,-570.04797389,-29.115,N/A,N/A,-7.8606,-18.0981,N/A,19.7315,19.7315,N/A,0.0000,0.8957
01111.png,1306,01109.png,5,18,4,0.163,0.000,"(0.277,0.002,0.344,0.139)",0.077,0.120,N/A,N/A,N/A,-15836.66601782,-609.80965906,-29.115,N/A,N/A,-9.1677,-20.8906,N/A,22.8137,22.8137,N/A,0.0000,0.9581
01112.png,1392,01111.png,16,22,8,0.156,0.612,"(0.563,0.943,0.504,0.975)",0.601,0.379,N/A,N/A,N/A,-15858.81052875,-649.57134423,-29.115,N/A,N/A,-10.7468,-23.4593,N/A,25.8037,25.8037,N/A,0.0000,0.8684
01113.png,1394,01111.png,10,24,5,0.126,0.000,"(0.502,0.848,0.033,0.982)",0.256,0.191,N/A,N/A,N/A,-15880.95503968,-689.33302940,-29.115,N/A,N/A,-12.6303,-25.8410,N/A,28.7625,28.7625,N/A,0.0000,1.3296
01114.png,1415,01100.png,12,27,4,0.202,0.000,"(0.000,0.861,0.000,0.008)",0.087,0.145,N/A,N/A,N/A,-15903.09955060,-729.09471457,-29.115,N/A,N/A,-14.7165,-28.0524,N/A,31.6783,31.6783,N/A,0.0000,1.2080
01115.png,1520,01121.png,6,30,4,0.254,0.000,"(0.000,0.583,0.000,0.999)",0.158,0.206,N/A,N/A,N/A,-15925.24406153,-768.85639974,-29.115,N/A,N/A,-16.7781,-30.1236,N/A,34.4809,34.4809,N/A,0.0000,1.3512
01116.png,1628,01117.png,23,33,9,0.205,1.287,"(0.491,0.990,0.268,0.998)",0.436,0.320,N/A,N/A,N/A,-15947.38857246,-808.61808491,-29.115,N/A,N/A,-18.5747,-32.2604,N/A,37.2257,37.2257,N/A,0.0000,1.1141
01117.png,1750,01116.png,33,35,9,0.204,1.474,"(0.727,0.982,0.732,0.998)",0.780,0.492,N/A,N/A,N/A,-15969.53308339,-848.37977008,-29.115,N/A,N/A,-20.2972,-34.4050,N/A,39.9459,39.9459,N/A,0.0000,1.1838
01118.png,1689,01117,224,39,66,0.489,1.923,"(0.939,0.996,0.935,0.997)",0.948,0.718,-15979.74368877,-878.19470891,-29.376,-15982.70599330,-882.24237517,-29.144,-10.1260,-26.4347,-13.0883,-30.4824,28.3078,16016.3213,33.1735,0.0000,0.0000,1.6723,0.7825
01119.png,1739,01120,310,18,69,0.557,1.968,"(0.925,0.997,0.949,1.000)",0.942,0.749,-15975.90936014,-880.78928622,-27.207,-15990.87477917,-902.71512162,-27.283,14.1770,8.8126,-0.7884,-13.1132,16.6928,16031.0497,13.1369,0.0000,0.0000,1.2723,0.7821
01120.png,1818,01121,338,17,75,0.591,1.956,"(0.953,0.999,0.967,1.000)",0.964,0.778,-16000.34246454,-913.63452604,-26.957,-16006.67055321,-930.53868355,-26.855,10.3256,13.7548,3.9975,-3.1494,17.1992,16038.3287,5.0890,0.0000,0.0000,1.2152,0.8572
01121.png,1838,01119,363,17,95,0.686,1.967,"(0.993,0.999,0.994,1.000)",0.994,0.748,-16055.84746057,-1015.07906085,-26.922,-16034.84935279,-982.63976794,-26.782,-24.6394,-49.8701,-3.6413,-17.4308,55.6249,16055.0556,17.8070,0.0000,0.0000,1.3933,0.8653
01122.png,1940,01123,254,17,51,0.528,1.816,"(0.902,0.999,0.922,0.999)",0.924,0.726,-16047.18767229,-980.31260493,-26.912,-16052.22395719,-1010.87822276,-26.781,6.0276,25.7896,0.9913,-4.7760,26.4846,16087.0308,4.8778,0.0000,0.0000,1.4079,0.8225
01123.png,1916,01120,186,17,56,0.504,2.165,"(0.941,0.993,0.945,1.000)",0.953,0.729,-16106.72028747,-1103.70696388,-27.348,-16080.44813904,-1063.34141701,-27.149,-28.5536,-50.5121,-2.2814,-10.1466,58.0240,16105.7319,10.3999,0.0000,0.0000,1.4224,0.7495
01124.png,1809,01125,104,17,26,0.415,1.516,"(0.967,0.997,0.976,0.996)",0.974,0.694,-16081.79411690,-1048.63361481,-27.038,-16095.93843715,-1090.30038193,-26.937,20.2977,50.2990,6.1534,8.6323,54.2401,16138.3930,10.6009,0.0000,0.0000,1.2822,0.7689
01125.png,1661,01125,292,17,70,0.585,1.765,"(0.974,0.999,0.973,1.000)",0.978,0.782,-16104.04581860,-1121.45673633,-27.436,-16112.46591214,-1126.41494575,-27.220,21.9577,23.2861,13.5376,18.3279,32.0060,16154.9430,22.7855,0.0000,0.0000,1.4059,0.8656
01126.png,1502,01124.png,31,17,8,0.310,1.357,"(0.500,0.779,0.150,0.657)",0.299,0.304,N/A,N/A,N/A,-16132.03255896,-1164.45517020,-27.220,N/A,N/A,15.0591,19.8128,N/A,24.8862,24.8862,N/A,0.0000,1.3416
01127.png,1396,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-16151.59920578,-1202.49539465,-27.220,N/A,N/A,16.2606,19.5010,N/A,25.3909,25.3909,N/A,0.0000,1.2274
01128.png,1427,01128,132,21,30,0.387,1.956,"(0.922,0.983,0.937,1.000)",0.937,0.662,-16188.09955980,-1249.75333827,-25.946,-16175.83324761,-1243.61117142,-26.095,0.7644,9.9035,13.0307,16.0457,9.9330,16218.6785,20.6703,0.0000,0.0000,1.2142,0.7520
01129.png,1365,01128,113,17,25,0.392,1.744,"(0.585,0.994,0.580,0.993)",0.663,0.528,-16216.95515877,-1328.14238979,-26.542,-16199.61699456,-1292.19273171,-26.313,-6.9875,-30.7004,10.3507,5.2493,31.4855,16245.5453,11.6057,0.0000,0.0000,1.3512,0.6792
01130.png,1246,01131,150,17,29,0.426,1.610,"(0.991,0.998,0.993,0.999)",0.993,0.709,-16212.31713261,-1320.31681628,-27.914,-16217.23744396,-1328.13896947,-27.561,18.7719,15.0473,13.8516,7.2252,24.0584,16273.8081,15.6227,0.0000,0.0000,1.2359,0.8711
01131.png,1368,01132,241,17,49,0.327,1.794,"(0.918,0.999,0.932,0.998)",0.936,0.631,-16230.44461030,-1361.01704326,-28.371,-16235.95885439,-1365.48267840,-28.084,21.8188,12.3204,16.3046,7.8547,25.0570,16294.9640,18.0979,0.0000,0.0000,0.9176,0.9420
01132.png,1482,01132,161,17,31,0.333,1.602,"(0.980,1.000,0.987,0.998)",0.984,0.659,-16258.76044909,-1424.62677956,-28.753,-16257.38582570,-1409.04727255,-28.484,14.8461,-13.4318,16.2208,2.1477,20.0205,16317.0267,16.3623,0.0000,0.0000,1.3104,0.9083
01133.png,1716,01135.png,16,17,7,0.185,0.000,"(0.385,0.762,0.445,0.997)",0.490,0.337,N/A,N/A,N/A,-16278.41596288,-1447.80620222,-28.484,N/A,N/A,16.7352,1.1305,N/A,16.7733,16.7733,N/A,0.0000,1.3543
01134.png,1862,01135,93,17,27,0.242,1.484,"(0.961,0.990,0.974,0.998)",0.969,0.605,-16293.16806206,-1482.60940802,-31.318,-16298.68803994,-1485.04689147,-30.802,23.6342,4.0190,18.1143,1.5815,23.9735,16367.0956,18.1832,0.0000,0.0000,0.9207,0.7357
01135.png,1947,01139,62,17,26,0.463,1.526,"(0.947,0.977,0.962,0.998)",0.957,0.710,-16270.28166219,-1448.79762688,-29.853,-16305.44345195,-1499.50862391,-29.802,68.3647,75.3154,33.2029,24.6044,101.7159,16392.0777,41.3256,0.0000,0.0000,1.0536,0.5070
01136.png,1809,01139,129,17,44,0.411,1.629,"(0.920,0.999,0.851,0.998)",0.887,0.649,-16296.20993488,-1501.03069875,-31.910,-16319.05785528,-1526.61500075,-31.395,69.9274,69.1474,47.0795,43.5631,98.3423,16398.1087,64.1422,0.0000,0.0000,1.0398,0.7056
01137.png,1695,01139,208,17,57,0.390,1.646,"(0.970,0.997,0.960,1.000)",0.969,0.679,-16330.39258053,-1555.88141705,-31.870,-16337.87164266,-1559.64999747,-31.643,62.8825,58.4393,55.4035,54.6707,85.8450,16414.5619,77.8360,0.0000,0.0000,0.9983,0.7972
01138.png,1593,01138,305,17,64,0.308,1.736,"(0.988,0.994,0.977,1.000)",0.982,0.645,-16377.40662937,-1636.27296765,-31.829,-16363.49824491,-1603.70863578,-31.643,43.5672,21.8731,57.4755,54.4375,48.7497,16436.4694,79.1636,0.0000,0.0000,1.0512,0.9083
01139.png,1675,01140,117,17,24,0.241,2.018,"(0.966,0.969,0.965,1.000)",0.969,0.605,-16393.27808304,-1681.88824131,-30.408,-16387.32906944,-1647.72615313,-30.450,54.1123,16.8383,60.0613,51.0004,56.6716,16466.8825,78.7934,0.0000,0.0000,1.1001,0.8693
01140.png,1633,01141,66,18,18,0.214,2.509,"(0.982,0.962,0.968,0.984)",0.967,0.590,-16431.39361307,-1735.23313756,-32.451,-16413.80271489,-1694.47023746,-31.914,40.0815,-0.6740,57.6724,40.0889,40.0871,16494.8117,70.2369,0.0000,0.0000,1.0544,0.7667
01141.png,1653,01142,200,18,31,0.273,1.895,"(0.975,0.996,0.980,0.999)",0.980,0.626,-16471.86048338,-1761.14554406,-37.285,-16444.56989900,-1738.05769458,-36.288,24.1147,8.8666,51.4053,31.9545,25.6931,16527.4829,60.5276,0.0000,0.0000,1.0862,0.9593
01142.png,1672,01142,255,18,45,0.291,1.771,"(0.966,0.983,0.974,0.994)",0.972,0.631,-16523.50364167,-1812.40056468,-38.342,-16482.01949878,-1783.07820230,-37.934,-2.7486,-7.1424,38.7355,22.1800,7.6530,16565.8243,44.6362,0.0000,0.0000,1.0627,0.8410
01143.png,1960,01146,143,18,29,0.332,1.527,"(0.960,1.000,0.970,0.992)",0.968,0.650,-16510.21814763,-1792.86638700,-34.523,-16509.05932151,-1813.14415270,-35.002,35.3824,47.5676,36.5412,27.2899,59.2840,16609.7438,45.6070,0.0000,0.0000,1.1022,0.7426
01144.png,1856,01147,139,18,33,0.296,1.929,"(0.942,0.995,0.952,0.985)",0.952,0.624,-16534.96698381,-1823.91627239,-35.588,-16534.29440784,-1844.35187918,-35.406,35.5087,51.5489,36.1813,31.1133,62.5952,16637.9258,47.7192,0.0000,0.0000,1.1102,0.6900
01145.png,1947,01147,172,18,52,0.269,2.076,"(0.955,0.994,0.939,0.987)",0.951,0.610,-16580.30888951,-1869.24567411,-34.197,-16563.46093845,-1878.71613747,-34.373,15.0717,41.1760,31.9196,31.7055,43.8477,16666.4421,44.9901,0.0000,0.0000,1.1258,0.7493
01146.png,2153,01145,335,18,73,0.401,1.881,"(0.952,1.000,0.895,0.998)",0.921,0.661,-16648.87635360,-1961.89886125,-34.292,-16602.42942627,-1927.57377830,-34.261,-28.6658,-16.4705,17.7811,17.8545,33.0606,16698.7566,25.1983,0.0000,0.0000,1.1109,0.8847
01147.png,2188,01146,153,18,46,0.321,1.290,"(0.966,0.998,0.978,0.999)",0.974,0.648,-16669.07493491,-2003.42417663,-36.059,-16637.60134590,-1974.79443743,-35.673,-24.2795,-22.8645,7.1941,5.7652,33.3509,16744.1333,9.2191,0.0000,0.0000,1.0755,0.7541
01148.png,2010,01149,117,18,39,0.311,1.814,"(0.969,0.999,0.978,1.000)",0.976,0.644,-16657.64262502,-2008.66945268,-34.161,-16663.39075365,-2012.11797533,-34.267,11.4798,7.1195,5.7317,3.6709,13.5083,16786.2926,6.8065,0.0000,0.0000,1.0681,0.8286
01149.png,1854,01149,37,18,14,0.246,1.703,"(0.899,0.976,0.891,0.998)",0.911,0.579,-16680.72980893,-2072.62343064,-31.117,-16688.40340922,-2055.11371365,-31.535,12.6448,-21.5997,4.9712,-4.0899,25.0287,16815.4334,6.4374,0.0000,0.0000,0.9971,0.6989
01150.png,1831,01150.png,17,19,5,0.212,0.120,"(0.000,0.809,0.000,0.033)",0.084,0.148,N/A,N/A,N/A,-16713.13355219,-2095.41374746,-31.535,N/A,N/A,4.6613,-9.3410,N/A,10.4395,10.4395,N/A,0.0000,0.8781
01151.png,1728,01153,47,20,20,0.370,1.528,"(0.778,0.947,0.832,0.974)",0.820,0.595,-16707.65798472,-2090.39637765,-35.851,-16731.34480793,-2123.24544433,-35.175,34.7853,30.5204,11.0985,-2.3286,46.2765,16873.5697,11.3402,0.0000,0.0000,1.0294,0.6134
01152.png,1558,01155,143,19,42,0.497,1.671,"(0.982,0.995,0.987,1.000)",0.985,0.741,-16720.40881162,-2096.91624280,-36.398,-16745.17080232,-2139.28612674,-36.138,46.9146,58.7234,22.1526,16.3535,75.1626,16896.6033,27.5350,0.0000,0.0000,0.9329,0.6677
01153.png,1496,01155,155,19,59,0.609,1.701,"(0.985,0.999,0.990,1.000)",0.988,0.799,-16759.70782452,-2152.55172252,-36.309,-16766.96460251,-2167.06319933,-36.157,32.6759,37.8051,25.4191,23.2936,49.9694,16911.4170,34.4779,0.0000,0.0000,0.9537,0.8132
01154.png,1584,01154,250,19,63,0.407,1.971,"(0.986,0.999,0.988,0.999)",0.989,0.698,-16808.72196235,-2234.02876886,-36.000,-16796.50749229,-2209.56504201,-35.877,13.8964,-1.9928,26.1109,22.4709,14.0386,16936.1062,34.4488,0.0000,0.0000,0.9712,0.8721
01155.png,1606,01155,388,18,113,0.573,1.787,"(0.997,0.999,0.994,1.000)",0.995,0.717,-16838.66199844,-2261.41384089,-35.778,-16826.20600610,-2249.35490009,-35.664,13.3624,10.8385,25.8184,22.8974,17.2054,16971.3560,34.5092,0.0000,0.0000,1.0220,0.9520
01156.png,1755,01157,322,18,57,0.590,1.699,"(0.896,0.897,0.891,0.997)",0.903,0.746,-16848.58681238,-2261.31851008,-40.697,-16850.99837354,-2279.01787652,-39.971,32.9079,51.1792,30.4964,33.4798,60.8460,17006.3400,45.2871,0.0000,0.0000,1.0423,0.9571
01157.png,2076,01155,277,18,74,0.440,1.839,"(0.923,0.998,0.943,1.000)",0.940,0.690,-16913.02969888,-2367.74490738,-34.274,-16886.76522003,-2325.36403664,-34.973,-2.8953,-16.2097,23.3691,26.1712,16.4663,17036.8452,35.0863,0.0000,0.0000,1.0593,0.9331
01158.png,2215,01155,190,18,41,0.482,1.877,"(0.950,0.990,0.948,1.000)",0.958,0.720,-16965.17394262,-2446.44189349,-34.131,-16926.00740272,-2383.26415105,-34.087,-29.3344,-59.8567,9.8322,3.3211,66.6583,17076.8795,10.3779,0.0000,0.0000,1.0114,0.7777
01159.png,2140,01156,125,18,21,0.304,2.032,"(0.986,0.997,0.947,1.000)",0.961,0.633,-16995.07878218,-2488.46588853,-31.155,-16961.16245315,-2436.02465431,-31.535,-33.4076,-66.5746,0.5088,-14.1333,74.4865,17124.8844,14.1425,0.0000,0.0000,1.0518,0.8482
01160.png,2106,01159,322,18,73,0.419,1.928,"(0.965,0.986,0.965,0.986)",0.969,0.694,-17011.30774883,-2479.01930513,-34.738,-16992.31671027,-2478.46381734,-34.225,-23.6170,-21.9577,-4.6259,-21.4022,32.2475,17166.5816,21.8964,0.0000,0.0000,1.0275,0.6806
01161.png,2035,01160.png,35,18,9,0.232,0.489,"(0.671,0.996,0.731,0.958)",0.738,0.485,N/A,N/A,N/A,-17020.09496700,-2519.29974773,-34.225,N/A,N/A,-6.3055,-27.2649,N/A,27.9845,27.9845,N/A,0.0000,0.9453
01162.png,1675,01160.png,23,20,11,0.231,0.748,"(0.000,0.965,0.011,0.326)",0.130,0.181,N/A,N/A,N/A,-17047.87322373,-2560.13567812,-34.225,N/A,N/A,-8.0981,-33.0897,N/A,34.0662,34.0662,N/A,0.0000,0.9725
01163.png,1346,01163,88,22,35,0.367,1.510,"(0.989,0.997,0.986,0.999)",0.989,0.678,-17077.40785703,-2557.34216582,-35.243,-17077.73168766,-2585.45748603,-35.522,-11.7778,4.9631,-12.1016,-23.1522,12.7808,17272.6063,26.1242,0.0000,0.0000,1.0300,0.5838
01164.png,1229,01163,70,18,24,0.498,1.542,"(0.944,0.989,0.958,1.000)",0.955,0.727,-17116.22187112,-2612.87260816,-32.031,-17109.05862628,-2621.00806935,-32.414,-23.8842,-13.7807,-16.7209,-21.9161,27.5746,17306.0284,27.5664,0.0000,0.0000,1.0078,0.5858
01165.png,1548,01163,80,18,29,0.469,1.370,"(0.655,0.971,0.709,0.993)",0.726,0.598,-17145.45771573,-2680.35578502,-30.661,-17137.15326843,-2665.97012324,-30.873,-27.6069,-45.7830,-19.3025,-31.3973,53.4624,17340.4112,36.8562,0.0000,0.0000,1.0576,0.6325
01166.png,1655,01165,78,18,24,0.303,1.071,"(0.906,0.975,0.905,0.999)",0.922,0.612,-17164.76255603,-2702.75368420,-31.243,-17162.65965358,-2706.62530969,-31.069,-21.6092,-32.4785,-19.5063,-36.3501,39.0104,17374.4072,41.2532,0.0000,0.0000,0.9416,0.8063
01167.png,1770,01166,127,19,35,0.529,1.442,"(0.805,1.000,0.818,0.985)",0.844,0.686,-17190.53086658,-2742.28382285,-34.122,-17188.63098780,-2746.56515918,-33.570,-21.2774,-34.7968,-19.3776,-39.0781,40.7866,17406.0675,43.6187,0.0000,0.0000,1.0358,0.8422
01168.png,1632,01168.png,21,19,6,0.167,0.000,"(0.491,0.317,0.541,0.966)",0.422,0.294,N/A,N/A,N/A,-17215.45454679,-2786.98420773,-33.570,N/A,N/A,-21.0992,-43.9328,N/A,48.7367,48.7367,N/A,0.0000,0.9480
01169.png,1552,01161,28,19,11,0.232,1.212,"(0.136,0.357,0.123,0.828)",0.218,0.225,-17019.25145872,-2385.90823014,-23.234,-17209.87418240,-2771.75581073,-26.555,203.4433,396.7673,12.8206,10.9198,445.8851,17472.5603,16.8407,0.0000,0.0000,0.9095,0.6788
01170.png,1402,01161.png,18,19,7,0.205,0.000,"(0.000,0.605,0.000,0.000)",0.060,0.133,N/A,N/A,N/A,-17229.02668346,-2810.07718188,-26.555,N/A,N/A,25.0648,16.4227,N/A,29.9657,29.9657,N/A,0.0000,0.9163
01171.png,1187,01160.png,27,20,12,0.199,1.096,"(0.000,0.995,0.002,0.000)",0.100,0.149,N/A,N/A,N/A,-17248.17918451,-2848.39855304,-26.555,N/A,N/A,35.0117,18.8464,N/A,39.7619,39.7619,N/A,0.0000,1.1122
01172.png,1024,01174.png,26,22,11,0.294,1.284,"(0.478,0.648,0.000,0.816)",0.194,0.244,N/A,N/A,N/A,-17267.33168556,-2886.71992420,-26.555,N/A,N/A,48.7245,26.4410,N/A,55.4365,55.4365,N/A,0.0000,0.9439
01173.png,861,01174,58,25,19,0.534,1.729,"(0.542,0.990,0.347,1.000)",0.496,0.515,-17313.09623537,-2969.99487583,-28.622,-17297.61291751,-2940.26638456,-28.348,27.8203,-22.4785,43.3036,7.2500,35.7667,17532.2104,43.9063,0.0000,0.0000,0.9067,0.4199
01174.png,860,01174.png,18,20,8,0.220,0.801,"(0.196,0.965,0.001,0.998)",0.217,0.218,N/A,N/A,N/A,-17318.65208362,-2979.26131001,-28.348,N/A,N/A,47.2294,2.0528,N/A,47.2740,47.2740,N/A,0.0000,0.8207
01175.png,889,01175,52,20,10,0.348,1.220,"(0.966,1.000,0.974,0.997)",0.973,0.661,-17387.23196364,-3042.49767925,-32.462,-17362.92745542,-3027.54359666,-32.260,3.3290,-27.4115,27.6335,-12.4574,27.6129,17600.4194,30.3117,0.0000,0.0000,0.9111,0.6140
01176.png,966,01176,75,19,18,0.351,1.809,"(0.997,0.994,0.942,0.995)",0.958,0.655,-17422.88300394,-3075.01002452,-30.804,-17399.51805507,-3069.30859060,-31.007,-7.5676,-26.3900,15.7973,-20.6885,27.4536,17655.6443,26.0302,0.0000,0.0000,0.9459,0.7355
01177.png,1026,01176,87,19,23,0.323,1.673,"(0.924,0.982,0.947,0.998)",0.939,0.631,-17468.48374910,-3113.33319668,-36.622,-17436.12695225,-3110.34783946,-35.646,-28.3454,-31.3919,4.0114,-28.4065,42.2956,17698.6462,28.6883,0.0000,0.0000,0.9199,0.7811
01178.png,1122,01176,85,19,25,0.263,1.657,"(0.390,0.999,0.527,0.980)",0.523,0.393,-17500.39297504,-3167.28272335,-35.921,-17469.26761932,-3151.80846037,-35.808,-35.5667,-51.9578,-4.4413,-36.4835,62.9651,17745.0576,36.7529,0.0000,0.0000,0.9265,0.5689
01179.png,1196,01176,88,20,30,0.327,1.725,"(0.611,1.000,0.643,0.979)",0.690,0.508,-17525.70475576,-3223.96791583,-35.034,-17502.81431453,-3197.56865540,-35.104,-36.1671,-75.2527,-13.2767,-48.8534,83.4927,17785.4877,50.6254,0.0000,0.0000,0.9855,0.5186
01180.png,1344,01176,38,20,19,0.252,0.870,"(0.862,1.000,0.872,0.995)",0.890,0.571,-17576.13401558,-3263.25256491,-36.700,-17540.93485675,-3243.43190173,-36.396,-60.7443,-79.7968,-25.5451,-59.9761,100.2865,17826.8721,65.1896,0.0000,0.0000,0.9576,0.4701
01181.png,1472,01192.png,14,20,5,0.242,0.162,"(0.049,0.927,0.012,0.865)",0.192,0.217,N/A,N/A,N/A,-17570.06903857,-3282.95469986,-36.396,N/A,N/A,-29.8429,-65.9572,N/A,72.3945,72.3945,N/A,0.0000,0.9141
01182.png,1615,01183,216,21,46,0.456,2.302,"(0.712,0.985,0.783,1.000)",0.775,0.615,-17566.29970169,-3246.43641405,-37.905,-17589.92708655,-3299.64190211,-37.852,-1.2224,4.1962,-24.8498,-49.0092,4.3707,17910.0757,54.9492,0.0000,0.0000,0.9388,0.8252
01183.png,1469,01186,116,20,22,0.400,1.054,"(0.948,0.964,0.942,0.998)",0.951,0.675,-17554.95557803,-3237.92937865,-31.079,-17598.59248108,-3307.07823749,-32.000,35.0944,46.3407,-8.5425,-22.8082,58.1298,17932.0227,24.3554,0.0000,0.0000,0.9090,0.7444
01184.png,1390,01186,181,20,40,0.351,1.751,"(0.904,0.994,0.930,0.998)",0.925,0.638,-17574.59874363,-3302.63940343,-33.673,-17610.27061683,-3333.34566247,-33.208,40.7573,15.3905,5.0854,-15.3157,43.5663,17936.5116,16.1379,0.0000,0.0000,0.9748,0.7865
01185.png,1208,01186,206,20,41,0.412,1.913,"(0.942,1.000,0.963,1.000)",0.956,0.684,-17598.91556941,-3363.28995529,-34.269,-17625.04585394,-3366.92600215,-33.900,42.2813,-11.3443,16.1510,-14.9804,43.7767,17952.6390,22.0288,0.0000,0.0000,1.0331,0.8358
01186.png,1195,01186,155,20,42,0.387,1.528,"(0.977,1.000,0.985,1.000)",0.982,0.684,-17659.44530536,-3387.42356667,-36.063,-17650.92675427,-3398.44866859,-35.663,8.4309,-1.9073,16.9495,-12.9324,8.6440,17973.4412,21.3198,0.0000,0.0000,0.9964,0.8766
01187.png,1252,01188,127,19,37,0.483,1.614,"(0.924,0.989,0.906,1.000)",0.925,0.704,-17708.04794558,-3375.40307745,-35.749,-17681.68507941,-3419.08543661,-35.783,-13.1116,43.6304,13.2512,-0.0520,45.5579,18005.6462,13.2513,0.0000,0.0000,1.0526,0.9219
01188.png,1108,01189,58,19,26,0.412,1.653,"(0.958,0.998,0.974,1.000)",0.968,0.690,-17730.84952485,-3408.37881791,-32.909,-17709.99344384,-3443.08567470,-33.338,-9.0792,44.8609,11.7769,10.1540,45.7704,18039.3478,15.5499,0.0000,0.0000,0.9114,0.9716
01189.png,1011,01190,129,20,46,0.419,1.728,"(0.993,0.986,0.991,0.989)",0.987,0.703,-17730.89142994,-3470.38177067,-31.793,-17731.82216713,-3475.63858370,-31.894,17.3216,17.7878,16.3909,12.5309,24.8283,18070.1549,20.6322,0.0000,0.0000,0.9381,0.8063
01190.png,1046,01189,160,20,33,0.507,2.074,"(0.882,0.989,0.895,1.000)",0.906,0.707,-17778.10897646,-3543.43630974,-34.351,-17759.61989862,-3518.51142966,-33.892,-3.4469,-20.1410,15.0422,4.7838,20.4338,18097.0146,15.7846,0.0000,0.0000,0.9146,0.6884
01191.png,1214,01190,174,19,45,0.477,2.027,"(0.883,0.961,0.915,0.999)",0.905,0.691,-17770.54788717,-3598.56455887,-36.952,-17781.70732571,-3562.79427037,-36.279,30.6445,-40.1168,19.4851,-4.3465,50.4821,18134.3428,19.9640,0.0000,0.0000,0.9310,0.7314
01192.png,1185,01194,123,19,30,0.313,1.409,"(0.932,0.970,0.938,0.999)",0.943,0.628,-17802.10952227,-3546.62842808,-36.678,-17804.82317689,-3587.15283286,-36.567,26.2313,46.6868,23.5176,6.1624,53.5513,18166.4302,24.3116,0.0000,0.0000,0.8833,0.6265
01193.png,1355,01193,59,19,20,0.216,1.355,"(0.913,0.964,0.926,0.997)",0.928,0.572,-17853.05567524,-3615.06163523,-37.270,-17833.20443022,-3620.00678199,-37.094,2.4236,13.1734,22.2749,8.2283,13.3945,18193.4207,23.7460,0.0000,0.0000,0.9561,0.7069
01194.png,1343,01199,86,19,35,0.516,1.583,"(0.306,0.892,0.374,0.823)",0.423,0.469,-17831.14089494,-3579.84839033,-28.788,-17852.55235193,-3642.36922589,-30.816,51.4253,83.4690,30.0139,20.9482,98.0390,18228.1666,36.6013,0.0000,0.0000,0.9597,0.4108
01195.png,1339,01199,101,20,37,0.479,1.950,"(0.965,0.999,0.949,0.997)",0.961,0.720,-17862.46761984,-3634.52610192,-31.740,-17869.42320714,-3665.12988092,-31.564,47.0937,63.9449,40.1381,33.3411,79.4151,18247.6468,52.1795,0.0000,0.0000,0.9501,0.6212
01196.png,1247,01195,205,19,49,0.375,2.036,"(0.632,0.978,0.685,0.999)",0.709,0.542,-17942.16993411,-3748.45289245,-30.014,-17899.11357543,-3708.45209848,-30.299,-5.8261,-14.8272,37.2302,25.1736,15.9308,18268.3862,44.9422,0.0000,0.0000,1.0346,0.8181
01197.png,1172,01199,147,19,48,0.485,1.917,"(0.938,0.999,0.949,1.000)",0.951,0.718,-17934.23538858,-3739.88926305,-32.361,-17923.22463965,-3742.86136889,-32.033,28.9509,28.7442,39.9617,25.7720,40.7969,18306.4448,47.5514,0.0000,0.0000,1.0170,0.7853
01198.png,1113,01197,213,19,59,0.479,1.626,"(0.953,1.000,0.958,1.000)",0.963,0.721,-18002.39807766,-3822.45433309,-31.636,-17959.35347673,-3790.53638624,-31.635,-12.3876,-18.8933,30.6570,13.0246,22.5923,18338.0922,33.3090,0.0000,0.0000,0.9293,0.9275
01199.png,1128,01197,117,19,36,0.392,1.490,"(1.000,0.996,1.000,1.000)",0.997,0.694,-18031.97851614,-3882.66509852,-33.162,-17993.61833976,-3840.86529396,-32.855,-15.4604,-44.1019,22.8998,-2.3021,46.7333,18384.3017,23.0152,0.0000,0.0000,0.8937,0.8029
01200.png,1149,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-18017.57817954,-3877.96474981,-32.855,N/A,N/A,25.3290,-4.6020,N/A,25.7437,25.7437,N/A,0.0000,0.8838
